finding_id,customer_id,control_id,severity,assessment_status,finding_status,actual,expected,evidence_fields
F-0118,CUST100560,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0119,CUST100564,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0120,CUST100566,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0121,CUST100583,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0122,CUST100584,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0123,CUST100587,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0124,CUST100595,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0125,CUST100595,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0126,CUST100600,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0127,CUST100601,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0128,CUST100602,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0129,CUST100604,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0130,CUST100609,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0131,CUST100622,ARABIC_NAME_001,MEDIUM,FAIL,REVIEW,Arabic customer name is missing or contains no Arabic-script characters,Customer record must contain an Arabic-script customer name.,"customer_id, name_ar"
F-0132,CUST100631,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0133,CUST100645,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0134,CUST100646,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0135,CUST100649,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0136,CUST100661,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0137,CUST100661,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0138,CUST100675,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0139,CUST100684,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0140,CUST100687,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0141,CUST100690,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0142,CUST100690,RISK_001,HIGH,FAIL,REVIEW,High-risk customer has an OPENED wallet without an approved exception,High-risk customers must not be activated for standard wallet use unless an approved exception is recorded.,"customer_id, risk_level, risk_exception_approved, risk_exception_reference, risk_exception_reviewer, wallet_status"
F-0143,CUST100710,ARABIC_NAME_001,MEDIUM,FAIL,REVIEW,Arabic customer name is missing or contains no Arabic-script characters,Customer record must contain an Arabic-script customer name.,"customer_id, name_ar"
F-0144,CUST100712,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0145,CUST100714,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0146,CUST100718,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0147,CUST100722,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0148,CUST100726,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0149,CUST100730,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0150,CUST100731,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0151,CUST100731,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0152,CUST100747,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0153,CUST100754,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0154,CUST100757,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0155,CUST100758,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0156,CUST100759,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0157,CUST100760,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0158,CUST100770,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0159,CUST100771,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0160,CUST100777,SCREENING_001,CRITICAL,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0161,CUST100781,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0162,CUST100782,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0163,CUST100782,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0164,CUST100784,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0165,CUST100785,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0166,CUST100786,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0167,CUST100799,ARABIC_NAME_001,MEDIUM,FAIL,REVIEW,Arabic customer name is missing or contains no Arabic-script characters,Customer record must contain an Arabic-script customer name.,"customer_id, name_ar"
F-0168,CUST100808,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0169,CUST100813,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0170,CUST100819,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0171,CUST100828,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0172,CUST100844,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0173,CUST100844,RISK_001,HIGH,FAIL,REVIEW,High-risk customer has an OPENED wallet without an approved exception,High-risk customers must not be activated for standard wallet use unless an approved exception is recorded.,"customer_id, risk_level, risk_exception_approved, risk_exception_reference, risk_exception_reviewer, wallet_status"
F-0174,CUST100855,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0175,CUST100864,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0176,CUST100874,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0177,CUST100877,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0178,CUST100881,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0179,CUST100884,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0180,CUST100886,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0181,CUST100888,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0182,CUST100889,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0183,CUST100901,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0184,CUST100912,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0185,CUST100913,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0186,CUST100918,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0187,CUST100920,RISK_001,HIGH,FAIL,REVIEW,High-risk customer has an OPENED wallet without an approved exception,High-risk customers must not be activated for standard wallet use unless an approved exception is recorded.,"customer_id, risk_level, risk_exception_approved, risk_exception_reference, risk_exception_reviewer, wallet_status"
F-0188,CUST100920,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0189,CUST100921,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0190,CUST100923,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0191,CUST100929,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0192,CUST100943,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0193,CUST100951,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0194,CUST100952,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0195,CUST100953,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0196,CUST100956,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0197,CUST100957,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0198,CUST100963,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0199,CUST100970,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0200,CUST100979,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0201,CUST100980,DORMANT_001,HIGH,FAIL,REVIEW,Dormant account has an OPENED wallet without completed dormant handling,Dormant accounts must have documented required handling completed before wallet activation.,"customer_id, account_status, last_transaction_date, dormant_handling_status, wallet_status"
F-0202,CUST100989,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0203,CUST100990,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0204,CUST100005,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: screening_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0205,CUST100031,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: risk_level,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0206,CUST100044,RECON_001,HIGH,FAIL,REVIEW,Customer is missing from final report,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0207,CUST100061,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: account_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0208,CUST100087,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: name_ar,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0209,CUST100156,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: screening_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0210,CUST100222,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: account_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0211,CUST100271,RECON_001,HIGH,FAIL,REVIEW,Customer is missing from final report,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0212,CUST100389,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: screening_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0213,CUST100511,RECON_001,HIGH,FAIL,REVIEW,Customer is missing from final report,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0214,CUST100530,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: risk_level,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0215,CUST100600,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: account_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0216,CUST100777,RECON_001,HIGH,FAIL,REVIEW,Final report differs from source data: screening_status,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0217,CUST100844,RECON_001,HIGH,FAIL,REVIEW,Customer is missing from final report,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0218,CUST100920,RECON_001,HIGH,FAIL,REVIEW,Customer is missing from final report,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0219,CUST999999,RECON_001,HIGH,FAIL,REVIEW,Customer appears in final report but not in source customer data,Final report must accurately reflect the approved source population and processing data.,"customer_id, source_values, report_values, mismatched_fields"
F-0220,CUST100930,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR and mandatory screening evidence is missing while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0221,CUST100950,SCREENING_001,HIGH,FAIL,REVIEW,Screening result is not CLEAR and mandatory screening evidence is missing while wallet is OPENED,Customer must have a CLEAR screening result and mandatory screening evidence before wallet activation.,"customer_id, screening_status, screening_evidence_present, screening_reference, wallet_status"
F-0222,CUST100002,RISK_001,HIGH,FAIL,REVIEW,High-risk customer has an OPENED wallet without an approved exception,High-risk customers must not be activated for standard wallet use unless an approved exception is recorded.,"customer_id, risk_level, risk_exception_approved, risk_exception_reference, risk_exception_reviewer, wallet_status"
F-0223,CUST100036,RISK_001,HIGH,FAIL,REVIEW,High-risk customer has an OPENED wallet without an approved exception,High-risk customers must not be activated for standard wallet use unless an approved exception is recorded.,"customer_id, risk_level, risk_exception_approved, risk_exception_reference, risk_exception_reviewer, wallet_status"
